185,,
783.8167,1093.8991,0
809.1048,1109.5956,0
834.6591,1126.8884,0
847.9686,1133.2734,0
861.2781,1138.3282,0
874.0552,1141.2547,0
886.5662,1142.0529,0
903.6024,1141.5208,0
917.7105,1142.3189,0
928.8905,1142.851,0
941.1352,1145.2454,0
950.1857,1151.0983,0
961.0995,1157.2173,0
973.2158,1162.8692,0
982.5325,1163.9334,0
992.6477,1163.1352,0
1008.353,1162.6031,0
1018.4682,1160.7408,0
1027.7849,1153.2916,0
1034.972,1145.5764,0
1041.893,1137.5951,0
1052.5406,1135.2007,0
1063.7206,1137.5951,0
1079.1597,1145.8424,0
1089.2749,1149.8331,0
1100.1887,1149.301,0
1110.3039,1143.9801,0
1122.8149,1136.5309,0
1134.2611,1124.0269,0
1143.3116,1113.3852,0
1152.6282,1103.8076,0
1163.0096,1097.4226,0
1174.722,1091.8357,0
1184.0006,1089.1523,0
1199.4396,1088.8862,0
1213.0153,1090.4825,0
1224.9939,1094.4731,0
1237.7711,1103.5186,0
1247.0877,1118.151,0
1251.613,1141.0307,0
1253.7425,1160.7179,0
1255.605,1195.9738,0
1256.4035,1230.8254,0
1257.4683,1257.4297,0
1258.0007,1285.3642,0
1257.7402,1312.4317,0
1260.9345,1326.532,0
1263.5964,1347.2833,0
1271.0497,1373.8876,0
1278.5031,1399.1617,0
1282.7769,1421.6569,0
1285.9712,1437.8855,0
1288.6331,1456.2425,0
1288.6331,1477.2599,0
1290.7626,1488.6997,0
1299.2807,1506.5246,0
1309.6622,1516.9003,0
1318.9788,1523.2853,0
1332.8207,1524.6155,0
1344.0007,1529.6703,0
1357.5764,1537.9177,0
1368.2241,1549.3575,0
1378.6055,1556.2746,0
1389.2531,1561.0634,0
1401.7641,1561.5955,0
1416.4045,1555.2105,0
1429.7141,1549.0915,0
1437.4336,1546.9631,0
1447.0164,1544.3027,0
1450.1278,1541.1436,0
1452.5235,1536.0888,0
1458.3797,1533.4283,0
1472.2216,1533.9604,0
1485.2649,1532.3642,0
1495.6463,1530.5019,0
1508.1573,1527.3093,0
1520.6682,1515.8695,0
1522.2654,1506.0259,0
1524.3949,1494.054,0
1521.733,1479.9537,0
1517.2078,1462.6609,0
1513.2149,1442.9737,0
1510.0206,1429.1395,0
1508.1613,1420.97,0
1508.1613,1410.0623,0
1508.4275,1357.1197,0
1507.3627,1339.0288,0
1504.4346,1324.6624,0
1500.9742,1306.0394,0
1500.9742,1289.2787,0
1502.0389,1274.3803,0
1504.7015,1258.4964,0
1506.831,1244.9282,0
1507.6296,1226.8372,0
1508.1619,1208.2142,0
1507.3634,1191.7196,0
1505.5,1168.8399,0
1503.1043,1151.8131,0
1498.0408,1118.9178,0
1496.4436,1105.8817,0
1494.8465,1096.0381,0
1494.3141,1051.3429,0
1496.4436,1039.371,0
1496.439,982.0191,0
1492.9785,957.0111,0
1486.3237,938.9202,0
1474.8775,914.4442,0
1452.9892,879.659,0
1442.6078,862.1001,0
1429.2983,845.6055,0
1419.183,838.6884,0
1408.5354,836.56,0
1393.3625,842.1469,0
1380.5854,850.3943,0
1364.0816,857.0453,0
1349.9735,863.1643,0
1340.6568,865.2927,0
1313.7716,864.7606,0
1303.7118,862.3834,0
1290.9347,857.8607,0
1280.287,856.2644,0
1199.8975,856.5305,0
1195.3723,855.2003,0
1184.9909,850.9436,0
1085.968,797.4689,0
1076.5335,793.665,0
1067.7492,791.5366,0
1060.562,788.8762,0
1030.4825,771.5834,0
1024.6263,769.189,0
1015.3097,768.1248,0
1005.7268,770.2532,0
962.3378,777.7024,0
947.4311,778.5005,0
929.0639,778.7666,0
918.7655,775.0132,0
905.7221,765.1696,0
881.765,754.794,0
863.664,750.8033,0
845.2969,750.8033,0
823.2031,753.1977,0
747.8712,752.9317,0
721.5183,746.0145,0
697.4137,738.0164,0
655.0894,720.7236,0
608.7723,701.8345,0
581.3547,691.7249,0
560.5918,686.9361,0
552.0737,684.8078,0
534.7713,684.5417,0
522.7928,688.2663,0
515.8718,692.7891,0
508.4185,701.5685,0
503.6271,710.0819,0
499.9004,722.5859,0
498.2633,733.5349,0
496.9323,744.1767,0
495.8675,795.789,0
498.5294,805.3666,0
504.3856,813.0818,0
509.1771,816.5404,0
518.4937,817.0725,0
521.688,819.7329,0
522.2204,825.3198,0
519.2923,831.1727,0
514.2347,840.7503,0
513.9685,846.0711,0
515.5656,851.392,0
524.9288,880.0609,0
542.2411,918.5446,0
564.9262,962.9948,0
580.1491,986.5623,0
596.566,1006.8483,0
621.0421,1031.0125,0
639.2499,1047.4203,0
649.9066,1054.7025,0
664.2284,1059.4738,0
681.8919,1060.9052,0
701.465,1061.3823,0
725.3346,1061.8594,0
736.792,1063.7679,0
749.6816,1069.9706,0
764.0033,1079.5131,0
775.9381,1088.5786,0
783.8167,1093.8991,0
156,,
580.8608,970.3051,2
599.2442,993.7096,2
619.3158,1017.3013,2
633.2557,1030.3605,2
642.4474,1036.7266,2
654.4528,1042.9053,2
666.4583,1047.2118,2
683.7161,1051.1437,2
699.0981,1052.8288,2
714.8553,1054.3267,2
728.2756,1055.5186,2
739.9058,1058.5144,2
752.6616,1065.0677,2
772.9208,1077.9869,2
788.3028,1085.4764,2
804.325,1092.6764,2
830.0242,1107.468,2
847.7305,1119.2302,2
857.1097,1124.2855,2
870.0531,1127.843,2
883.7468,1131.4005,2
892.9385,1132.1494,2
914.1356,1131.9622,2
929.0807,1134.411,2
941.6489,1140.0281,2
951.2158,1145.6452,2
961.9081,1149.7643,2
978.2281,1152.3856,2
991.7342,1151.2622,2
1008.6169,1147.3303,2
1025.1244,1141.526,2
1037.6217,1136.2769,2
1048.6892,1133.4683,2
1059.7567,1133.2811,2
1070.8243,1134.0301,2
1079.8284,1134.4045,2
1092.9593,1131.596,2
1109.4668,1124.481,2
1130.4187,1113.3278,2
1144.6752,1105.4639,2
1155.9518,1099.6035,2
1171.1462,1091.7396,2
1177.3365,1089.1183,2
1182.7765,1087.8076,2
1190.4675,1087.2459,2
1204.5364,1087.2459,2
1216.917,1088.931,2
1227.4218,1093.2375,2
1238.2576,1100.4534,2
1245.3858,1109.2535,2
1250.0755,1119.7387,2
1256.2658,1134.5303,2
1260.0385,1147.4005,2
1262.8522,1169.4944,2
1264.5373,1219.32,2
1263.6372,1270.5275,2
1265.2376,1309.8043,2
1267.3971,1323.2759,2
1285.2129,1382.0122,2
1293.3574,1423.3638,2
1295.5169,1448.1516,2
1298.7561,1470.7839,2
1304.1549,1484.7944,2
1318.7314,1500.9604,2
1339.7864,1512.8154,2
1363.5407,1520.3595,2
1384.0558,1528.4425,2
1397.5526,1530.598,2
1415.9082,1526.2871,2
1448.3005,1514.9709,2
1469.8954,1504.1936,2
1487.1712,1489.6442,2
1497.9687,1479.9446,2
1503.6186,1470.1125,2
